City,Date,AQI,PM2.5,PM10,NO2
Mumbai,2023-05-12,87.8,43.1,60.3,58.3
Mumbai,2023-05-13,88.6,43.0,55.7,69.5
Mumbai,2023-05-14,146.2,80.2,125.7,33.9
Mumbai,2023-05-15,137.0,67.4,116.3,61.5
Mumbai,2023-05-16,98.2,45.7,66.8,17.5
Mumbai,2023-05-17,66.8,35.1,41.9,48.4
Mumbai,2023-05-18,70.9,30.0,62.8,38.8
Mumbai,2023-05-19,94.0,46.7,77.0,40.9
Mumbai,2023-05-20,52.2,18.9,39.7,45.7
Mumbai,2023-05-21,101.4,40.9,86.0,55.6
Mumbai,2023-05-22,74.4,33.3,52.3,56.8
Mumbai,2023-05-23,91.1,46.2,67.2,35.7
Mumbai,2023-05-24,137.1,48.0,121.7,60.8
Mumbai,2023-05-25,108.5,52.1,70.3,61.9
Mumbai,2023-05-26,116.9,46.8,83.2,35.1
Mumbai,2023-05-27,109.8,45.1,88.9,34.9
Mumbai,2023-05-28,99.4,34.8,73.9,61.8
Mumbai,2023-05-29,109.4,38.5,88.5,48.0
Mumbai,2023-05-30,131.6,49.5,81.8,-0.8
Mumbai,2023-05-31,58.9,24.3,50.9,56.3
Mumbai,2023-06-01,128.7,48.5,115.6,59.6
Mumbai,2023-06-02,,56.6,86.4,54.4
Mumbai,2023-06-03,87.7,37.9,70.7,19.2
Mumbai,2023-06-04,103.1,51.6,80.1,35.1
Mumbai,2023-06-05,37.5,14.2,25.6,65.7
Mumbai,2023-06-06,127.9,60.3,106.6,49.6
Mumbai,2023-06-07,73.7,30.2,55.7,12.9
Mumbai,2023-06-08,45.3,16.3,39.4,38.5
Mumbai,2023-06-09,128.6,57.9,100.1,35.1
Mumbai,2023-06-10,13.6,7.3,8.7,32.7
Mumbai,2023-06-11,119.9,58.3,99.4,25.1
Mumbai,2023-06-12,,52.5,98.0,32.7
Mumbai,2023-06-13,105.3,47.5,83.0,41.3
Mumbai,2023-06-14,63.9,23.4,48.6,39.9
Mumbai,2023-06-15,77.0,34.8,50.9,31.9
Mumbai,2023-06-16,108.3,51.6,92.1,22.6
Mumbai,2023-06-17,90.3,44.8,77.1,35.0
Mumbai,2023-06-18,106.9,47.1,83.7,42.3
Mumbai,2023-06-19,77.0,28.8,62.6,63.0
Mumbai,2023-06-20,89.6,40.7,74.8,31.4
Mumbai,2023-06-21,91.7,46.4,62.4,31.1
Mumbai,2023-06-22,,68.5,91.3,23.1
Mumbai,2023-06-23,138.6,50.6,102.1,49.2
Mumbai,2023-06-24,72.5,30.7,49.0,53.6
Mumbai,2023-06-25,126.3,50.0,95.1,51.8
Mumbai,2023-06-26,152.5,67.8,109.0,48.2
Mumbai,2023-06-27,135.8,62.5,118.7,68.1
Mumbai,2023-06-28,93.2,40.4,76.1,24.4
Mumbai,2023-06-29,93.4,42.1,81.3,46.0
Mumbai,2023-06-30,118.3,64.0,73.4,64.5
Mumbai,2023-07-01,71.2,29.6,54.5,42.7
Mumbai,2023-07-02,115.1,47.3,90.6,40.5
Mumbai,2023-07-03,55.9,28.2,36.8,44.5
Mumbai,2023-07-04,136.1,47.8,98.4,25.2
Mumbai,2023-07-05,98.0,51.5,86.8,53.8
Mumbai,2023-07-06,138.9,68.8,87.7,40.2
Mumbai,2023-07-07,73.3,26.5,65.9,37.9
Mumbai,2023-07-08,91.8,48.6,69.4,33.6
Mumbai,2023-07-09,86.2,31.6,54.2,26.2
Mumbai,2023-07-10,132.1,61.2,96.5,60.7
Mumbai,2023-07-11,116.5,48.1,97.9,37.5
Mumbai,2023-07-12,80.1,32.4,49.9,16.7
Mumbai,2023-07-13,110.3,42.0,71.6,65.0
Mumbai,2023-07-14,65.0,35.3,43.0,43.2
Mumbai,2023-07-15,86.6,33.0,69.8,51.0
Mumbai,2023-07-16,,60.2,81.3,19.4
Mumbai,2023-07-17,114.0,51.6,91.6,46.1
Mumbai,2023-07-18,,38.4,65.5,85.8
Mumbai,2023-07-19,94.7,48.4,60.8,28.6
Mumbai,2023-07-20,151.4,56.9,128.3,42.1
Mumbai,2023-07-21,65.6,30.6,44.5,55.2
Mumbai,2023-07-22,97.4,51.7,71.4,37.1
Mumbai,2023-07-23,139.9,58.2,85.7,63.6
Mumbai,2023-07-24,77.3,39.8,55.5,42.2
Mumbai,2023-07-25,139.7,54.9,91.7,44.2
Mumbai,2023-07-26,,39.5,56.2,70.6
Mumbai,2023-07-27,86.4,31.3,59.1,54.8
Mumbai,2023-07-28,108.0,49.2,85.2,47.6
Mumbai,2023-07-29,112.2,56.8,79.4,14.7
Mumbai,2023-07-30,61.8,27.8,44.3,35.2
Mumbai,2023-07-31,106.2,56.2,88.5,51.9
Mumbai,2023-08-01,181.5,91.4,163.3,56.7
Mumbai,2023-08-02,108.6,43.8,91.8,38.9
Mumbai,2023-08-03,103.8,40.9,88.6,37.5
Mumbai,2023-08-04,103.2,53.6,67.4,26.6
Mumbai,2023-08-05,49.6,26.4,30.2,25.1
Mumbai,2023-08-06,72.7,33.6,47.7,5.3
Mumbai,2023-08-07,156.8,64.6,117.2,37.7
Mumbai,2023-08-08,113.4,51.6,68.1,45.9
Mumbai,2023-08-09,112.5,55.5,98.5,35.0
Mumbai,2023-08-10,,51.3,96.1,29.0
Mumbai,2023-08-11,103.9,56.3,74.0,11.3
Mumbai,2023-08-12,123.1,50.5,78.9,34.6
Mumbai,2023-08-13,135.1,73.2,107.4,70.6
Mumbai,2023-08-14,131.2,70.3,109.7,75.1
Mumbai,2023-08-15,101.7,41.8,82.0,59.7
Mumbai,2023-08-16,128.8,69.5,92.4,57.4
Mumbai,2023-08-17,,81.3,151.3,38.6
Mumbai,2023-08-18,115.8,62.2,74.4,37.9
Mumbai,2023-08-19,94.4,36.2,81.7,28.9
Mumbai,2023-08-20,135.0,71.2,99.1,52.5
Mumbai,2023-08-21,92.8,37.2,58.7,51.3
Mumbai,2023-08-22,124.6,67.8,107.8,40.1
Mumbai,2023-08-23,65.8,24.4,48.9,40.6
Mumbai,2023-08-24,123.6,47.3,76.9,23.6
Mumbai,2023-08-25,109.2,59.0,68.0,29.7
Mumbai,2023-08-26,109.0,50.1,94.8,52.8
Mumbai,2023-08-27,128.6,57.4,78.4,51.1
Mumbai,2023-08-28,111.9,42.7,70.5,36.8
Mumbai,2023-08-29,100.4,49.6,82.2,49.4
Mumbai,2023-08-30,92.7,33.4,71.5,52.1
Mumbai,2023-08-31,104.3,45.4,71.8,32.7
Mumbai,2023-09-01,73.7,26.2,48.0,22.7
Mumbai,2023-09-02,91.8,37.8,66.0,46.0
Mumbai,2023-09-03,51.0,23.4,33.4,41.5
Mumbai,2023-09-04,116.7,47.0,86.3,30.5
Mumbai,2023-09-05,98.5,49.3,78.8,51.7
Mumbai,2023-09-06,118.6,64.5,92.1,47.1
Mumbai,2023-09-07,40.7,17.7,31.0,30.5
Mumbai,2023-09-08,117.8,52.5,73.5,27.4
Mumbai,2023-09-09,133.9,71.0,112.5,26.4
Mumbai,2023-09-10,76.6,38.4,49.9,21.3
Mumbai,2023-09-11,174.9,65.6,127.2,36.1
Mumbai,2023-09-12,127.0,60.4,108.0,38.8
Mumbai,2023-09-13,91.7,33.3,65.7,72.9
Mumbai,2023-09-14,73.7,32.5,63.5,48.0
Mumbai,2023-09-15,104.5,45.3,75.7,19.6
Mumbai,2023-09-16,118.8,63.9,104.2,56.0
Mumbai,2023-09-17,82.2,37.6,57.8,37.3
Mumbai,2023-09-18,70.0,33.0,42.8,47.8
Mumbai,2023-09-19,92.3,45.1,56.5,48.3
Mumbai,2023-09-20,115.7,57.8,101.4,31.4
Mumbai,2023-09-21,99.8,41.0,68.3,38.2
Mumbai,2023-09-22,48.8,25.6,31.2,41.2
Mumbai,2023-09-23,127.0,51.3,92.1,37.4
Mumbai,2023-09-24,83.2,42.8,68.4,32.3
Mumbai,2023-09-25,98.6,44.7,63.9,9.9
Mumbai,2023-09-26,81.6,42.5,70.5,56.5
Mumbai,2023-09-27,114.3,59.1,77.1,41.8
Mumbai,2023-09-28,30.4,12.3,25.8,49.1
Mumbai,2023-09-29,52.4,18.7,37.3,39.3
Mumbai,2023-09-30,79.4,37.1,56.0,34.8
Mumbai,2023-10-01,127.9,62.4,87.7,67.2
Mumbai,2023-10-02,81.5,44.3,69.9,45.8
Mumbai,2023-10-03,67.9,29.3,41.1,22.0
Mumbai,2023-10-04,,55.7,83.2,14.8
Mumbai,2023-10-05,91.9,47.0,63.6,38.8
Mumbai,2023-10-06,137.1,58.3,96.6,35.6
Mumbai,2023-10-07,94.6,48.7,68.0,56.8
Mumbai,2023-10-08,123.7,64.2,88.1,50.8
Mumbai,2023-10-09,70.3,26.1,43.5,23.6
Mumbai,2023-10-10,137.8,55.4,112.1,38.4
Mumbai,2023-10-11,114.7,57.7,99.8,32.1
Mumbai,2023-10-12,113.4,54.7,91.2,14.6
Mumbai,2023-10-13,87.1,35.0,63.2,18.5
Mumbai,2023-10-14,88.9,41.3,58.4,42.6
Mumbai,2023-10-15,91.9,46.6,80.1,29.5
Mumbai,2023-10-16,78.2,40.5,67.5,24.3
Mumbai,2023-10-17,100.7,40.5,84.8,46.2
Mumbai,2023-10-18,96.5,40.3,60.5,30.5
Mumbai,2023-10-19,64.6,32.8,45.2,59.5
Mumbai,2023-10-20,93.3,41.4,80.2,52.5
Mumbai,2023-10-21,32.6,17.2,24.5,21.9
Mumbai,2023-10-22,114.8,41.4,98.3,29.1
Mumbai,2023-10-23,108.0,50.1,94.2,47.6
Mumbai,2023-10-24,69.8,35.3,52.1,43.4
Mumbai,2023-10-25,82.3,28.9,56.1,33.1
Mumbai,2023-10-26,96.3,43.1,79.8,30.9
Mumbai,2023-10-27,130.2,56.1,115.8,50.9
Mumbai,2023-10-28,88.8,37.7,53.7,42.8
Mumbai,2023-10-29,70.1,34.0,55.2,65.5
Mumbai,2023-10-30,95.3,35.8,68.1,63.1
Mumbai,2023-10-31,79.6,32.6,54.7,35.2
Mumbai,2023-11-01,89.4,47.2,80.3,20.0
Mumbai,2023-11-02,59.5,23.1,52.6,67.0
Mumbai,2023-11-03,121.6,60.2,77.7,32.5
Mumbai,2023-11-04,91.0,38.5,72.4,20.1
Mumbai,2023-11-05,154.7,70.7,95.1,47.1
Mumbai,2023-11-06,139.2,49.3,112.3,39.3
Mumbai,2023-11-07,69.6,31.0,45.0,47.3
Mumbai,2023-11-08,80.7,38.9,64.5,20.1
Mumbai,2023-11-09,89.9,46.4,56.8,60.3
Mumbai,2023-11-10,92.1,34.2,60.7,32.6
Mumbai,2023-11-11,102.3,39.9,83.0,51.1
Mumbai,2023-11-12,92.6,36.3,81.5,44.1
Mumbai,2023-11-13,93.9,49.9,79.9,41.0
Mumbai,2023-11-14,86.7,39.2,70.8,32.6
Mumbai,2023-11-15,113.5,62.2,78.2,46.9
Mumbai,2023-11-16,81.6,29.2,56.1,41.5
Mumbai,2023-11-17,103.3,38.1,85.5,27.7
Mumbai,2023-11-18,151.2,58.1,106.9,48.3
Mumbai,2023-11-19,56.3,20.8,47.5,48.0
Mumbai,2023-11-20,107.4,43.4,76.9,53.9
Mumbai,2023-11-21,126.8,64.6,80.4,18.3
Mumbai,2023-11-22,91.5,34.9,66.3,35.1
Mumbai,2023-11-23,49.5,19.1,35.3,25.4
Mumbai,2023-11-24,90.4,46.8,80.6,42.8
Mumbai,2023-11-25,141.0,60.9,86.5,64.7
Mumbai,2023-11-26,93.1,45.2,77.3,53.0
Mumbai,2023-11-27,60.7,29.4,42.6,31.0
Mumbai,2023-11-28,48.9,23.6,33.0,36.6
Mumbai,2023-11-29,69.5,36.0,53.3,58.6
Mumbai,2023-11-30,105.0,40.0,89.7,39.6
Mumbai,2023-12-01,131.2,58.8,88.2,15.7
Mumbai,2023-12-02,104.5,50.0,75.3,39.1
Mumbai,2023-12-03,98.1,43.1,84.1,56.6
Mumbai,2023-12-04,80.7,38.8,50.9,42.5
Mumbai,2023-12-05,,23.0,48.8,50.0
Mumbai,2023-12-06,76.3,29.9,61.2,31.3
Mumbai,2023-12-07,122.1,48.2,89.9,35.6
Mumbai,2023-12-08,56.2,27.1,45.8,32.3
Mumbai,2023-12-09,133.2,55.7,113.1,56.6
Mumbai,2023-12-10,119.3,58.5,73.2,37.2
Mumbai,2023-12-11,103.5,51.2,65.4,47.1
Mumbai,2023-12-12,80.2,34.4,59.1,33.8
Mumbai,2023-12-13,104.3,45.2,91.6,16.6
Mumbai,2023-12-14,115.9,51.0,92.4,22.9
Mumbai,2023-12-15,110.5,50.4,67.9,37.8
Mumbai,2023-12-16,147.6,66.7,129.3,28.7
Mumbai,2023-12-17,112.4,42.2,80.5,57.7
Mumbai,2023-12-18,44.9,19.2,40.1,21.7
Mumbai,2023-12-19,138.9,75.4,123.8,27.2
Mumbai,2023-12-20,79.6,39.0,65.6,42.3
Mumbai,2023-12-21,80.9,39.8,71.2,62.2
Mumbai,2023-12-22,81.5,33.3,57.3,32.6
Mumbai,2023-12-23,55.3,30.0,41.5,2.6
Mumbai,2023-12-24,85.9,36.1,63.9,27.6
Mumbai,2023-12-25,54.8,27.4,46.7,30.4
Mumbai,2023-12-26,82.0,37.3,49.8,68.3
Mumbai,2023-12-27,122.3,61.2,79.3,57.7
Mumbai,2023-12-28,89.8,43.8,61.8,51.1
Mumbai,2023-12-29,95.2,35.3,81.9,36.2
Mumbai,2023-12-30,91.0,42.1,61.1,10.1
Mumbai,2023-12-31,106.5,51.4,93.5,13.8
Bengaluru,2023-01-01,27.3,11.3,20.9,64.4
Bengaluru,2023-01-02,94.0,47.6,80.9,40.9
Bengaluru,2023-01-03,101.5,48.7,83.9,11.1
Bengaluru,2023-01-04,42.4,23.0,29.2,34.1
Bengaluru,2023-01-05,91.7,35.3,69.2,60.4
Bengaluru,2023-01-06,56.0,21.1,43.4,51.1
Bengaluru,2023-01-07,74.3,28.3,48.0,53.4
Bengaluru,2023-01-08,71.4,33.8,57.0,44.4
Bengaluru,2023-01-09,42.5,21.5,29.6,41.2
Bengaluru,2023-01-10,78.0,35.2,56.5,49.4
Bengaluru,2023-01-11,64.3,25.2,45.0,38.5
Bengaluru,2023-01-12,63.7,29.1,57.3,48.1
Bengaluru,2023-01-13,,51.5,78.1,2.2
Bengaluru,2023-01-14,103.5,56.1,83.3,28.3
Bengaluru,2023-01-15,51.0,21.8,38.9,70.1
Bengaluru,2023-01-16,63.7,27.1,53.6,72.3
Bengaluru,2023-01-17,67.9,26.4,51.2,41.5
Bengaluru,2023-01-18,89.3,40.9,53.8,37.1
Bengaluru,2023-01-19,109.1,57.1,79.3,48.9
Bengaluru,2023-01-20,99.7,54.4,83.0,51.3
Bengaluru,2023-01-21,39.1,14.9,28.8,11.7
Bengaluru,2023-01-22,69.7,35.5,53.5,45.6
Bengaluru,2023-01-23,59.0,25.2,46.6,35.1
Bengaluru,2023-01-24,70.8,32.4,56.1,41.1
Bengaluru,2023-01-25,44.1,21.6,27.4,22.9
Bengaluru,2023-01-26,85.7,35.2,53.6,36.9
Bengaluru,2023-01-27,77.6,37.4,57.6,24.0
Bengaluru,2023-01-28,61.8,31.5,47.2,38.3
Bengaluru,2023-01-29,88.5,47.2,74.2,37.9
Bengaluru,2023-01-30,71.9,33.1,55.1,25.6
Bengaluru,2023-01-31,76.8,35.1,67.9,41.1
Bengaluru,2023-02-01,61.0,25.5,44.2,63.5
Bengaluru,2023-02-02,56.8,22.4,48.3,25.7
Bengaluru,2023-02-03,80.4,41.8,68.8,48.9
Bengaluru,2023-02-04,148.2,68.2,101.8,20.1
Bengaluru,2023-02-05,85.4,38.2,59.7,42.8
Bengaluru,2023-02-06,100.3,47.5,87.3,55.8
Bengaluru,2023-02-07,63.7,26.2,49.4,55.0
Bengaluru,2023-02-08,53.2,23.2,32.0,34.3
Bengaluru,2023-02-09,75.4,33.0,64.2,50.6
Bengaluru,2023-02-10,102.0,45.1,72.2,58.2
Bengaluru,2023-02-11,64.2,30.3,54.7,57.9
Bengaluru,2023-02-12,83.7,33.7,72.5,33.6
Bengaluru,2023-02-13,,37.8,51.1,42.7
Bengaluru,2023-02-14,52.8,28.1,40.4,32.5
Bengaluru,2023-02-15,10.0,5.1,7.1,25.2
Bengaluru,2023-02-16,82.2,33.6,60.8,65.4
Bengaluru,2023-02-17,49.9,24.1,42.6,39.0
Bengaluru,2023-02-18,87.0,39.4,63.8,20.6
Bengaluru,2023-02-19,101.2,55.0,83.1,73.0
Bengaluru,2023-02-20,51.6,23.1,31.9,41.5
Bengaluru,2023-02-21,70.0,37.2,49.6,43.2
Bengaluru,2023-02-22,,26.2,33.5,43.1
Bengaluru,2023-02-23,66.3,34.3,45.0,22.6
Bengaluru,2023-02-24,60.1,25.4,47.8,37.5
Bengaluru,2023-02-25,90.4,48.0,68.2,24.5
Bengaluru,2023-02-26,44.7,20.0,34.9,64.1
Bengaluru,2023-02-27,61.3,22.4,48.6,39.9
Bengaluru,2023-02-28,78.9,38.9,50.1,49.4
Bengaluru,2023-03-01,80.6,36.0,59.9,67.2
Bengaluru,2023-03-02,78.6,27.9,48.2,48.6
Bengaluru,2023-03-03,61.7,22.1,47.6,36.0
Bengaluru,2023-03-04,93.1,50.4,72.6,44.0
Bengaluru,2023-03-05,70.5,34.0,48.3,38.9
Bengaluru,2023-03-06,98.4,51.5,64.1,48.4
Bengaluru,2023-03-07,91.4,47.0,59.8,22.2
Bengaluru,2023-03-08,64.5,27.0,47.5,30.1
Bengaluru,2023-03-09,59.8,22.2,39.5,34.2
Bengaluru,2023-03-10,93.8,35.6,59.0,26.3
Bengaluru,2023-03-11,,20.7,30.7,43.1
Bengaluru,2023-03-12,96.2,45.3,81.6,51.6
Bengaluru,2023-03-13,109.4,49.7,77.8,24.4
Bengaluru,2023-03-14,104.6,53.4,87.5,45.0
Bengaluru,2023-03-15,50.5,25.4,40.9,53.6
Bengaluru,2023-03-16,86.0,34.1,73.8,44.6
Bengaluru,2023-03-17,64.4,25.0,52.3,70.0
Bengaluru,2023-03-18,83.1,29.2,66.2,20.9
Bengaluru,2023-03-19,66.7,25.4,53.1,27.9
Bengaluru,2023-03-20,73.9,31.3,50.4,69.5
Bengaluru,2023-03-21,57.3,29.0,42.7,17.2
Bengaluru,2023-03-22,53.2,21.9,37.4,53.9
Bengaluru,2023-03-23,63.7,30.7,52.5,16.5
Bengaluru,2023-03-24,38.4,15.1,27.7,47.7
Bengaluru,2023-03-25,58.3,28.6,37.8,56.1
Bengaluru,2023-03-26,77.5,29.4,68.0,39.7
Bengaluru,2023-03-27,66.6,24.4,40.7,42.2
Bengaluru,2023-03-28,21.1,9.6,17.2,68.8
Bengaluru,2023-03-29,25.6,12.2,18.7,19.2
Bengaluru,2023-03-30,85.9,35.0,52.4,60.9
Bengaluru,2023-03-31,50.6,19.4,30.9,29.4
Bengaluru,2023-04-01,75.0,41.2,62.5,40.4
Bengaluru,2023-04-02,59.9,27.2,49.2,52.0
Bengaluru,2023-04-03,84.9,43.8,74.2,42.7
Bengaluru,2023-04-04,37.8,17.8,24.9,71.5
Bengaluru,2023-04-05,104.6,45.1,66.1,31.6
Bengaluru,2023-04-06,93.7,47.8,83.1,45.5
Bengaluru,2023-04-07,107.6,52.6,95.7,20.7
Bengaluru,2023-04-08,35.5,19.2,26.2,30.1
Bengaluru,2023-04-09,,16.0,26.5,44.9
Bengaluru,2023-04-10,21.4,8.5,14.9,4.2
Bengaluru,2023-04-11,,53.7,70.1,35.0
Bengaluru,2023-04-12,106.2,38.8,93.4,52.4
Bengaluru,2023-04-13,51.9,21.0,45.9,42.1
Bengaluru,2023-04-14,52.6,20.5,43.2,10.0
Bengaluru,2023-04-15,86.9,34.8,68.3,32.7
Bengaluru,2023-04-16,81.6,39.6,65.2,45.9
Bengaluru,2023-04-17,42.9,15.4,31.9,23.3
Bengaluru,2023-04-18,53.9,28.5,46.4,28.0
Bengaluru,2023-04-19,10.0,4.1,6.7,42.5
Bengaluru,2023-04-20,67.6,30.1,51.5,37.7
Bengaluru,2023-04-21,50.0,19.2,44.6,39.8
Bengaluru,2023-04-22,66.1,23.3,43.8,24.2
Bengaluru,2023-04-23,55.6,22.3,42.5,33.5
Bengaluru,2023-04-24,77.3,32.7,57.9,56.9
Bengaluru,2023-04-25,84.5,44.0,57.8,62.6
Bengaluru,2023-04-26,80.7,31.9,50.8,47.2
Bengaluru,2023-04-27,72.7,31.0,46.8,50.9
Bengaluru,2023-04-28,88.8,34.2,66.6,37.8
Bengaluru,2023-04-29,123.6,61.1,103.3,39.2
Bengaluru,2023-04-30,65.1,28.0,52.5,58.3
Bengaluru,2023-05-01,117.6,56.0,86.4,50.1
Bengaluru,2023-05-02,63.0,33.8,42.7,52.2
Bengaluru,2023-05-03,87.6,47.5,57.8,40.9
Bengaluru,2023-05-04,42.9,21.7,30.3,30.0
Bengaluru,2023-05-05,61.6,32.5,44.0,24.6
Bengaluru,2023-05-06,67.0,25.7,56.4,60.6
Bengaluru,2023-05-07,56.6,29.4,35.2,58.1
Bengaluru,2023-05-08,84.5,34.5,57.5,49.2
Bengaluru,2023-05-09,62.8,32.8,44.5,30.6
Bengaluru,2023-05-10,19.6,7.6,11.9,19.8
Bengaluru,2023-05-11,69.9,34.3,43.6,18.1
Bengaluru,2023-05-12,80.8,42.5,61.8,46.1
Bengaluru,2023-05-13,99.8,36.6,67.7,42.5
Bengaluru,2023-05-14,95.4,39.3,64.3,58.1
Bengaluru,2023-05-15,67.5,34.9,41.1,60.6
Bengaluru,2023-05-16,49.4,22.0,44.1,14.5
Bengaluru,2023-05-17,55.7,30.3,45.1,37.0
Bengaluru,2023-05-18,89.9,42.9,69.2,58.1
Bengaluru,2023-05-19,39.7,16.7,30.2,36.9
Bengaluru,2023-05-20,84.1,33.8,58.1,24.7
Bengaluru,2023-05-21,121.0,50.7,89.6,40.0
Bengaluru,2023-05-22,131.4,58.5,79.2,41.8
Bengaluru,2023-05-23,56.1,19.7,39.9,45.3
Bengaluru,2023-05-24,47.7,18.3,39.2,50.1
Bengaluru,2023-05-25,56.2,24.4,37.8,49.3
Bengaluru,2023-05-26,80.0,39.0,54.8,7.2
Bengaluru,2023-05-27,73.0,38.0,47.8,12.7
Bengaluru,2023-05-28,66.2,26.8,52.1,60.7
Bengaluru,2023-05-29,,35.1,50.4,42.7
Bengaluru,2023-05-30,90.9,45.0,60.9,47.1
Bengaluru,2023-05-31,92.0,37.9,77.3,54.2
Bengaluru,2023-06-01,102.9,42.8,87.8,39.8
Bengaluru,2023-06-02,83.1,30.3,61.6,38.5
Bengaluru,2023-06-03,92.0,47.4,58.6,66.9
Bengaluru,2023-06-04,77.2,33.9,63.4,28.7
Bengaluru,2023-06-05,102.2,46.4,91.4,43.5
Bengaluru,2023-06-06,37.7,15.6,29.7,43.9
Bengaluru,2023-06-07,131.8,52.8,104.3,49.3
Bengaluru,2023-06-08,91.5,36.0,58.0,69.7
Bengaluru,2023-06-09,60.1,24.4,38.2,30.1
Bengaluru,2023-06-10,,38.4,56.3,38.1
Bengaluru,2023-06-11,55.2,21.1,34.6,31.8
Bengaluru,2023-06-12,32.5,15.4,20.1,16.5
Bengaluru,2023-06-13,51.1,19.2,34.2,21.6
Bengaluru,2023-06-14,118.8,60.7,86.9,37.0
Bengaluru,2023-06-15,88.4,33.3,76.9,61.5
Bengaluru,2023-06-16,48.3,23.6,31.7,41.5
Bengaluru,2023-06-17,84.0,34.0,71.4,52.8
Bengaluru,2023-06-18,102.3,39.0,70.5,30.2
Bengaluru,2023-06-19,,34.9,52.1,54.3
Bengaluru,2023-06-20,76.9,38.9,51.6,42.7
Bengaluru,2023-06-21,68.4,29.2,51.8,18.4
Bengaluru,2023-06-22,43.3,17.9,34.3,40.3
Bengaluru,2023-06-23,98.4,50.9,62.9,51.7
Bengaluru,2023-06-24,86.8,32.1,66.9,32.8
Bengaluru,2023-06-25,93.9,46.0,63.5,21.2
Bengaluru,2023-06-26,52.2,28.0,34.6,55.2
Bengaluru,2023-06-27,22.6,11.5,14.0,41.7
Bengaluru,2023-06-28,19.9,8.4,16.2,27.4
Bengaluru,2023-06-29,,30.5,57.9,29.4
Bengaluru,2023-06-30,134.8,66.7,102.4,27.0
Bengaluru,2023-07-01,86.3,41.0,56.4,57.0
Bengaluru,2023-07-02,74.9,35.8,53.0,24.5
Bengaluru,2023-07-03,39.3,15.1,25.7,45.7
Bengaluru,2023-07-04,56.5,31.1,41.4,47.9
Bengaluru,2023-07-05,62.0,25.7,44.1,50.4
Bengaluru,2023-07-06,77.4,36.5,59.5,24.1
Bengaluru,2023-07-07,84.6,33.9,75.2,64.9
Bengaluru,2023-07-08,51.2,28.0,39.9,44.9
Bengaluru,2023-07-09,10.0,4.1,6.7,34.8
Bengaluru,2023-07-10,78.2,38.2,53.4,37.5
Bengaluru,2023-07-11,44.9,17.1,27.4,33.7
Bengaluru,2023-07-12,66.6,31.1,44.6,46.4
Bengaluru,2023-07-13,79.1,42.2,64.9,33.9
Bengaluru,2023-07-14,67.7,34.9,54.6,13.7
Bengaluru,2023-07-15,26.6,10.9,21.8,24.9
Bengaluru,2023-07-16,66.0,33.3,46.5,37.2
Bengaluru,2023-07-17,85.6,44.9,57.2,25.8
Bengaluru,2023-07-18,,28.1,39.7,23.3
Bengaluru,2023-07-19,72.6,27.6,54.5,44.1
Bengaluru,2023-07-20,76.5,32.8,56.1,44.7
Bengaluru,2023-07-21,50.5,20.6,36.3,30.0
Bengaluru,2023-07-22,82.0,29.5,59.0,44.6
Bengaluru,2023-07-23,100.4,37.8,64.3,49.0
Bengaluru,2023-07-24,48.1,18.7,37.7,33.7
Bengaluru,2023-07-25,73.3,37.0,51.1,28.8
Bengaluru,2023-07-26,84.6,36.8,59.6,37.0
Bengaluru,2023-07-27,,24.9,54.3,58.2
Bengaluru,2023-07-28,18.4,7.0,11.3,9.6
Bengaluru,2023-07-29,81.9,41.1,70.1,30.9
Bengaluru,2023-07-30,81.4,43.6,70.1,43.3
Bengaluru,2023-07-31,76.8,28.6,56.4,37.7
Bengaluru,2023-08-01,91.9,35.9,69.6,41.5
Bengaluru,2023-08-02,73.4,27.8,59.4,57.2
Bengaluru,2023-08-03,107.8,38.7,70.2,42.3
Bengaluru,2023-08-04,65.6,23.7,52.2,65.9
Bengaluru,2023-08-05,99.8,51.9,79.6,40.8
Bengaluru,2023-08-06,78.2,37.5,52.3,37.8
Bengaluru,2023-08-07,24.8,10.2,21.3,68.0
Bengaluru,2023-08-08,59.3,26.2,52.1,38.1
Bengaluru,2023-08-09,93.7,39.0,67.3,41.5
Bengaluru,2023-08-10,87.7,41.7,58.8,51.5
Bengaluru,2023-08-11,104.2,49.5,90.0,37.6
Bengaluru,2023-08-12,,50.9,75.6,22.5
Bengaluru,2023-08-13,105.9,38.9,75.7,66.1
Bengaluru,2023-08-14,108.4,42.9,72.9,34.9
Bengaluru,2023-08-15,113.1,47.0,86.3,72.6
Bengaluru,2023-08-16,78.7,40.1,67.6,47.9
Bengaluru,2023-08-17,60.8,22.9,54.6,61.9
Bengaluru,2023-08-18,88.8,47.4,61.7,38.7
Bengaluru,2023-08-19,18.0,7.4,15.6,27.1
Bengaluru,2023-08-20,68.9,29.8,49.8,14.7
Bengaluru,2023-08-21,20.4,10.9,13.9,52.3
Bengaluru,2023-08-22,77.2,38.8,60.5,33.0
Bengaluru,2023-08-23,71.6,28.4,57.7,59.3
Bengaluru,2023-08-24,50.8,22.9,39.7,57.7
Bengaluru,2023-08-25,69.3,31.1,44.4,25.9
Bengaluru,2023-08-26,77.2,27.3,52.6,43.6
Bengaluru,2023-08-27,39.8,20.0,24.7,52.8
Bengaluru,2023-08-28,140.3,62.9,97.9,20.7
Bengaluru,2023-08-29,56.8,20.4,46.6,43.0
